n_neighbors,cv_f1_macro_mean,cv_f1_macro_std,cv_minority_recall_mean,cv_train_f1_macro_mean
7,0.8944615628101832,0.0043372777685379066,0.6583274788622168,0.9634400277423968
15,0.8941746167968955,0.005508258721054211,0.6583274788622168,0.9634326119427636
11,0.8941033062736606,0.004744526091442215,0.6593823311828918,0.9635218154039148
21,0.8886503076307802,0.013024126946647433,0.6376992557023481,0.9633923440581093
31,0.8871636165841257,0.011982513157311414,0.6366444033816729,0.9632826664258839
