dataset,method,total_rows_after_dedup,train_rows,test_rows,total_features_before_preprocessing,best_model,accuracy,balanced_accuracy,macro_f1,weighted_f1,minority_recall,train_test_gap,cv_macro_f1_mean,cv_macro_f1_std,notes
CICDDoS2019,combine_and_resplit (stratified 80/20),150472,120377,30095,77,XGBoost | baseline,0.9756,0.9328,0.9386,0.9751,0.9101,0.0021,0.9314,0.0056,OK
