selected_model_file,best_model,class_names,accuracy,balanced_accuracy,macro_f1,weighted_f1,minority_recall,cv_macro_f1_mean,cv_macro_f1_std
/home/ubuntu/repos/mlddos/saved_models/selected_model.pkl,XGBoost | baseline,Benign|LDAP Flood|MSSQL Flood|NetBIOS Flood|TCP SYN Flood|UDP Flood|UDP-Lag Flood,0.9756,0.9328,0.9386,0.9751,0.9101,0.9314,0.0056
